# ucsc	ensembl	genbank	refseq
chr1	1	CM008168.2	NC_037328.1
chrUn_NW_020191720v1	NKLS02001636.1	NKLS02001636.1	NW_020191720.1
chrUn_NW_020191721v1	NKLS02001637.1	NKLS02001637.1	NW_020191721.1
chrUn_NW_020191722v1	NKLS02001638.1	NKLS02001638.1	NW_020191722.1
chrUn_NW_020191723v1	NKLS02001639.1	NKLS02001639.1	NW_020191723.1
chrUn_NW_020191724v1	NKLS02001640.1	NKLS02001640.1	NW_020191724.1
chrUn_NW_020191725v1	NKLS02001641.1	NKLS02001641.1	NW_020191725.1
chrUn_NW_020191726v1	NKLS02001642.1	NKLS02001642.1	NW_020191726.1
chrUn_NW_020191727v1	NKLS02001643.1	NKLS02001643.1	NW_020191727.1
chrUn_NW_020191728v1	NKLS02001644.1	NKLS02001644.1	NW_020191728.1
chrUn_NW_020191729v1	NKLS02001645.1	NKLS02001645.1	NW_020191729.1
chrUn_NW_020191730v1	NKLS02001646.1	NKLS02001646.1	NW_020191730.1
chrUn_NW_020191731v1	NKLS02001647.1	NKLS02001647.1	NW_020191731.1
chrUn_NW_020191732v1	NKLS02001648.1	NKLS02001648.1	NW_020191732.1
chrUn_NW_020191733v1	NKLS02001649.1	NKLS02001649.1	NW_020191733.1
chrUn_NW_020191734v1	NKLS02001650.1	NKLS02001650.1	NW_020191734.1
chrUn_NW_020191735v1	NKLS02001651.1	NKLS02001651.1	NW_020191735.1
chrUn_NW_020191736v1	NKLS02001652.1	NKLS02001652.1	NW_020191736.1
chrUn_NW_020191737v1	NKLS02001653.1	NKLS02001653.1	NW_020191737.1
chrUn_NW_020191738v1	NKLS02001654.1	NKLS02001654.1	NW_020191738.1
chrUn_NW_020191739v1	NKLS02001655.1	NKLS02001655.1	NW_020191739.1
chrUn_NW_020191740v1	NKLS02001656.1	NKLS02001656.1	NW_020191740.1
chrUn_NW_020191741v1	NKLS02001657.1	NKLS02001657.1	NW_020191741.1
chrUn_NW_020191742v1	NKLS02001658.1	NKLS02001658.1	NW_020191742.1
chrUn_NW_020191743v1	NKLS02001659.1	NKLS02001659.1	NW_020191743.1
chrUn_NW_020191744v1	NKLS02001660.1	NKLS02001660.1	NW_020191744.1
chrUn_NW_020191745v1	NKLS02001661.1	NKLS02001661.1	NW_020191745.1
chrUn_NW_020191746v1	NKLS02001662.1	NKLS02001662.1	NW_020191746.1
chrUn_NW_020191747v1	NKLS02001663.1	NKLS02001663.1	NW_020191747.1
chrUn_NW_020191748v1	NKLS02001664.1	NKLS02001664.1	NW_020191748.1
chrUn_NW_020191749v1	NKLS02001665.1	NKLS02001665.1	NW_020191749.1
chrUn_NW_020191750v1	NKLS02001666.1	NKLS02001666.1	NW_020191750.1
chrUn_NW_020191751v1	NKLS02001667.1	NKLS02001667.1	NW_020191751.1
chrUn_NW_020191752v1	NKLS02001668.1	NKLS02001668.1	NW_020191752.1
chrUn_NW_020191753v1	NKLS02001669.1	NKLS02001669.1	NW_020191753.1
chrUn_NW_020191754v1	NKLS02001670.1	NKLS02001670.1	NW_020191754.1
chrUn_NW_020191755v1	NKLS02001671.1	NKLS02001671.1	NW_020191755.1
chrUn_NW_020191756v1	NKLS02001672.1	NKLS02001672.1	NW_020191756.1
chrUn_NW_020191757v1	NKLS02001673.1	NKLS02001673.1	NW_020191757.1
chrUn_NW_020191758v1	NKLS02001674.1	NKLS02001674.1	NW_020191758.1
chrUn_NW_020191759v1	NKLS02001675.1	NKLS02001675.1	NW_020191759.1
chrUn_NW_020191760v1	NKLS02001676.1	NKLS02001676.1	NW_020191760.1
chrUn_NW_020191761v1	NKLS02001677.1	NKLS02001677.1	NW_020191761.1
chrUn_NW_020191762v1	NKLS02001678.1	NKLS02001678.1	NW_020191762.1
chrUn_NW_020191763v1	NKLS02001679.1	NKLS02001679.1	NW_020191763.1
chrUn_NW_020191764v1	NKLS02001680.1	NKLS02001680.1	NW_020191764.1
chrUn_NW_020191765v1	NKLS02001681.1	NKLS02001681.1	NW_020191765.1
chrUn_NW_020191766v1	NKLS02001682.1	NKLS02001682.1	NW_020191766.1
chrUn_NW_020191767v1	NKLS02001683.1	NKLS02001683.1	NW_020191767.1
chrUn_NW_020191768v1	NKLS02001684.1	NKLS02001684.1	NW_020191768.1
chrUn_NW_020191769v1	NKLS02001685.1	NKLS02001685.1	NW_020191769.1
chrUn_NW_020191770v1	NKLS02001686.1	NKLS02001686.1	NW_020191770.1
chrUn_NW_020191771v1	NKLS02001687.1	NKLS02001687.1	NW_020191771.1
chrUn_NW_020191772v1	NKLS02001688.1	NKLS02001688.1	NW_020191772.1
chrUn_NW_020191773v1	NKLS02001689.1	NKLS02001689.1	NW_020191773.1
chrUn_NW_020191774v1	NKLS02001690.1	NKLS02001690.1	NW_020191774.1
chrUn_NW_020191775v1	NKLS02001691.1	NKLS02001691.1	NW_020191775.1
chrUn_NW_020191776v1	NKLS02001692.1	NKLS02001692.1	NW_020191776.1
chrUn_NW_020191777v1	NKLS02001693.1	NKLS02001693.1	NW_020191777.1
chrUn_NW_020191778v1	NKLS02001694.1	NKLS02001694.1	NW_020191778.1
chrUn_NW_020191779v1	NKLS02001695.1	NKLS02001695.1	NW_020191779.1
chrUn_NW_020191780v1	NKLS02001696.1	NKLS02001696.1	NW_020191780.1
chrUn_NW_020191781v1	NKLS02001697.1	NKLS02001697.1	NW_020191781.1
chrUn_NW_020191782v1	NKLS02001698.1	NKLS02001698.1	NW_020191782.1
chrUn_NW_020191783v1	NKLS02001699.1	NKLS02001699.1	NW_020191783.1
chrUn_NW_020191784v1	NKLS02001700.1	NKLS02001700.1	NW_020191784.1
chrUn_NW_020191785v1	NKLS02001701.1	NKLS02001701.1	NW_020191785.1
chrUn_NW_020191786v1	NKLS02001702.1	NKLS02001702.1	NW_020191786.1
chrUn_NW_020191787v1	NKLS02001703.1	NKLS02001703.1	NW_020191787.1
chrUn_NW_020191788v1	NKLS02001704.1	NKLS02001704.1	NW_020191788.1
chrUn_NW_020191789v1	NKLS02001705.1	NKLS02001705.1	NW_020191789.1
chrUn_NW_020191790v1	NKLS02001706.1	NKLS02001706.1	NW_020191790.1
chrUn_NW_020191791v1	NKLS02001707.1	NKLS02001707.1	NW_020191791.1
chrUn_NW_020191792v1	NKLS02001708.1	NKLS02001708.1	NW_020191792.1
chrUn_NW_020191793v1	NKLS02001709.1	NKLS02001709.1	NW_020191793.1
chrUn_NW_020191794v1	NKLS02001710.1	NKLS02001710.1	NW_020191794.1
chrUn_NW_020191795v1	NKLS02001711.1	NKLS02001711.1	NW_020191795.1
chrUn_NW_020191796v1	NKLS02001712.1	NKLS02001712.1	NW_020191796.1
chrUn_NW_020191797v1	NKLS02001713.1	NKLS02001713.1	NW_020191797.1
chrUn_NW_020191798v1	NKLS02001714.1	NKLS02001714.1	NW_020191798.1
chrUn_NW_020191799v1	NKLS02001715.1	NKLS02001715.1	NW_020191799.1
chrUn_NW_020191800v1	NKLS02001716.1	NKLS02001716.1	NW_020191800.1
chrUn_NW_020191801v1	NKLS02001717.1	NKLS02001717.1	NW_020191801.1
chrUn_NW_020191802v1	NKLS02001718.1	NKLS02001718.1	NW_020191802.1
chrUn_NW_020191803v1	NKLS02001719.1	NKLS02001719.1	NW_020191803.1
chrUn_NW_020191804v1	NKLS02001720.1	NKLS02001720.1	NW_020191804.1
chrUn_NW_020191805v1	NKLS02001721.1	NKLS02001721.1	NW_020191805.1
chrUn_NW_020191806v1	NKLS02001722.1	NKLS02001722.1	NW_020191806.1
chrUn_NW_020191807v1	NKLS02001723.1	NKLS02001723.1	NW_020191807.1
chrUn_NW_020191808v1	NKLS02001724.1	NKLS02001724.1	NW_020191808.1
chrUn_NW_020191809v1	NKLS02001725.1	NKLS02001725.1	NW_020191809.1
chrUn_NW_020191810v1	NKLS02001726.1	NKLS02001726.1	NW_020191810.1
chrUn_NW_020191811v1	NKLS02001727.1	NKLS02001727.1	NW_020191811.1
chrUn_NW_020191812v1	NKLS02001728.1	NKLS02001728.1	NW_020191812.1
chrUn_NW_020191813v1	NKLS02001729.1	NKLS02001729.1	NW_020191813.1
chrUn_NW_020191814v1	NKLS02001730.1	NKLS02001730.1	NW_020191814.1
chrUn_NW_020191815v1	NKLS02001731.1	NKLS02001731.1	NW_020191815.1
chrUn_NW_020191816v1	NKLS02001732.1	NKLS02001732.1	NW_020191816.1
chrUn_NW_020191817v1	NKLS02001733.1	NKLS02001733.1	NW_020191817.1
chrUn_NW_020191818v1	NKLS02001734.1	NKLS02001734.1	NW_020191818.1
chrUn_NW_020191819v1	NKLS02001735.1	NKLS02001735.1	NW_020191819.1
chrUn_NW_020191820v1	NKLS02001736.1	NKLS02001736.1	NW_020191820.1
chrUn_NW_020191821v1	NKLS02001737.1	NKLS02001737.1	NW_020191821.1
chrUn_NW_020191822v1	NKLS02001738.1	NKLS02001738.1	NW_020191822.1
chrUn_NW_020191823v1	NKLS02001739.1	NKLS02001739.1	NW_020191823.1
chrUn_NW_020191824v1	NKLS02001740.1	NKLS02001740.1	NW_020191824.1
chrUn_NW_020191825v1	NKLS02001741.1	NKLS02001741.1	NW_020191825.1
chrUn_NW_020191826v1	NKLS02001742.1	NKLS02001742.1	NW_020191826.1
chrUn_NW_020191827v1	NKLS02001743.1	NKLS02001743.1	NW_020191827.1
chrUn_NW_020191828v1	NKLS02001744.1	NKLS02001744.1	NW_020191828.1
chrUn_NW_020191829v1	NKLS02001745.1	NKLS02001745.1	NW_020191829.1
chrUn_NW_020191830v1	NKLS02001746.1	NKLS02001746.1	NW_020191830.1
chrUn_NW_020191831v1	NKLS02001747.1	NKLS02001747.1	NW_020191831.1
chrUn_NW_020191832v1	NKLS02001748.1	NKLS02001748.1	NW_020191832.1
chrUn_NW_020191833v1	NKLS02001749.1	NKLS02001749.1	NW_020191833.1
chrUn_NW_020191834v1	NKLS02001750.1	NKLS02001750.1	NW_020191834.1
chrUn_NW_020191835v1	NKLS02001751.1	NKLS02001751.1	NW_020191835.1
chrUn_NW_020191836v1	NKLS02001752.1	NKLS02001752.1	NW_020191836.1
chrUn_NW_020191837v1	NKLS02001753.1	NKLS02001753.1	NW_020191837.1
chrUn_NW_020191838v1	NKLS02001754.1	NKLS02001754.1	NW_020191838.1
chrUn_NW_020191839v1	NKLS02001755.1	NKLS02001755.1	NW_020191839.1
chrUn_NW_020191840v1	NKLS02001756.1	NKLS02001756.1	NW_020191840.1
chrUn_NW_020191841v1	NKLS02001757.1	NKLS02001757.1	NW_020191841.1
chrUn_NW_020191842v1	NKLS02001758.1	NKLS02001758.1	NW_020191842.1
chrUn_NW_020191843v1	NKLS02001759.1	NKLS02001759.1	NW_020191843.1
chrUn_NW_020191844v1	NKLS02001760.1	NKLS02001760.1	NW_020191844.1
chrUn_NW_020191845v1	NKLS02001761.1	NKLS02001761.1	NW_020191845.1
chrUn_NW_020191846v1	NKLS02001762.1	NKLS02001762.1	NW_020191846.1
chrUn_NW_020191847v1	NKLS02001763.1	NKLS02001763.1	NW_020191847.1
chrUn_NW_020191848v1	NKLS02001764.1	NKLS02001764.1	NW_020191848.1
chrUn_NW_020191849v1	NKLS02001765.1	NKLS02001765.1	NW_020191849.1
chrUn_NW_020191850v1	NKLS02001766.1	NKLS02001766.1	NW_020191850.1
chrUn_NW_020191851v1	NKLS02001767.1	NKLS02001767.1	NW_020191851.1
chrUn_NW_020191852v1	NKLS02001768.1	NKLS02001768.1	NW_020191852.1
chrUn_NW_020191853v1	NKLS02001769.1	NKLS02001769.1	NW_020191853.1
chrUn_NW_020191854v1	NKLS02001770.1	NKLS02001770.1	NW_020191854.1
chrUn_NW_020191855v1	NKLS02001771.1	NKLS02001771.1	NW_020191855.1
chrUn_NW_020191856v1	NKLS02001772.1	NKLS02001772.1	NW_020191856.1
chrUn_NW_020191857v1	NKLS02001773.1	NKLS02001773.1	NW_020191857.1
chrUn_NW_020191858v1	NKLS02001774.1	NKLS02001774.1	NW_020191858.1
chrUn_NW_020191859v1	NKLS02001775.1	NKLS02001775.1	NW_020191859.1
chrUn_NW_020191860v1	NKLS02001776.1	NKLS02001776.1	NW_020191860.1
chrUn_NW_020191861v1	NKLS02001777.1	NKLS02001777.1	NW_020191861.1
chrUn_NW_020191862v1	NKLS02001778.1	NKLS02001778.1	NW_020191862.1
chrUn_NW_020191863v1	NKLS02001779.1	NKLS02001779.1	NW_020191863.1
chrUn_NW_020191864v1	NKLS02001780.1	NKLS02001780.1	NW_020191864.1
chrUn_NW_020191865v1	NKLS02001781.1	NKLS02001781.1	NW_020191865.1
chrUn_NW_020191866v1	NKLS02001782.1	NKLS02001782.1	NW_020191866.1
chrUn_NW_020191867v1	NKLS02001783.1	NKLS02001783.1	NW_020191867.1
chrUn_NW_020191868v1	NKLS02001784.1	NKLS02001784.1	NW_020191868.1
chrUn_NW_020191869v1	NKLS02001785.1	NKLS02001785.1	NW_020191869.1
chrUn_NW_020191870v1	NKLS02001786.1	NKLS02001786.1	NW_020191870.1
chrUn_NW_020191871v1	NKLS02001787.1	NKLS02001787.1	NW_020191871.1
chrUn_NW_020191872v1	NKLS02001788.1	NKLS02001788.1	NW_020191872.1
chrUn_NW_020191873v1	NKLS02001789.1	NKLS02001789.1	NW_020191873.1
chrUn_NW_020191874v1	NKLS02001790.1	NKLS02001790.1	NW_020191874.1
chrUn_NW_020191875v1	NKLS02001791.1	NKLS02001791.1	NW_020191875.1
chrUn_NW_020191876v1	NKLS02001792.1	NKLS02001792.1	NW_020191876.1
chrUn_NW_020191877v1	NKLS02001793.1	NKLS02001793.1	NW_020191877.1
chrUn_NW_020191878v1	NKLS02001794.1	NKLS02001794.1	NW_020191878.1
chrUn_NW_020191879v1	NKLS02001795.1	NKLS02001795.1	NW_020191879.1
chrUn_NW_020191880v1	NKLS02001796.1	NKLS02001796.1	NW_020191880.1
chrUn_NW_020191881v1	NKLS02001797.1	NKLS02001797.1	NW_020191881.1
chrUn_NW_020191882v1	NKLS02001798.1	NKLS02001798.1	NW_020191882.1
chrUn_NW_020191883v1	NKLS02001799.1	NKLS02001799.1	NW_020191883.1
chrUn_NW_020191884v1	NKLS02001800.1	NKLS02001800.1	NW_020191884.1
chrUn_NW_020191885v1	NKLS02001801.1	NKLS02001801.1	NW_020191885.1
chrUn_NW_020191886v1	NKLS02001802.1	NKLS02001802.1	NW_020191886.1
chrUn_NW_020191887v1	NKLS02001803.1	NKLS02001803.1	NW_020191887.1
chrUn_NW_020191888v1	NKLS02001804.1	NKLS02001804.1	NW_020191888.1
chrUn_NW_020191889v1	NKLS02001805.1	NKLS02001805.1	NW_020191889.1
chrUn_NW_020191890v1	NKLS02001806.1	NKLS02001806.1	NW_020191890.1
chrUn_NW_020191891v1	NKLS02001807.1	NKLS02001807.1	NW_020191891.1
chrUn_NW_020191892v1	NKLS02001808.1	NKLS02001808.1	NW_020191892.1
chrUn_NW_020191893v1	NKLS02001809.1	NKLS02001809.1	NW_020191893.1
chrUn_NW_020191894v1	NKLS02001810.1	NKLS02001810.1	NW_020191894.1
chrUn_NW_020191895v1	NKLS02001811.1	NKLS02001811.1	NW_020191895.1
chrUn_NW_020191896v1	NKLS02001812.1	NKLS02001812.1	NW_020191896.1
chrUn_NW_020191897v1	NKLS02001813.1	NKLS02001813.1	NW_020191897.1
chrUn_NW_020191898v1	NKLS02001814.1	NKLS02001814.1	NW_020191898.1
chrUn_NW_020191899v1	NKLS02001815.1	NKLS02001815.1	NW_020191899.1
chrUn_NW_020191900v1	NKLS02001816.1	NKLS02001816.1	NW_020191900.1
chrUn_NW_020191901v1	NKLS02001817.1	NKLS02001817.1	NW_020191901.1
chrUn_NW_020191902v1	NKLS02001818.1	NKLS02001818.1	NW_020191902.1
chrUn_NW_020191903v1	NKLS02001819.1	NKLS02001819.1	NW_020191903.1
chrUn_NW_020191904v1	NKLS02001820.1	NKLS02001820.1	NW_020191904.1
chrUn_NW_020191905v1	NKLS02001821.1	NKLS02001821.1	NW_020191905.1
chrUn_NW_020191906v1	NKLS02001822.1	NKLS02001822.1	NW_020191906.1
chrUn_NW_020191907v1	NKLS02001823.1	NKLS02001823.1	NW_020191907.1
chrUn_NW_020191908v1	NKLS02001824.1	NKLS02001824.1	NW_020191908.1
chrUn_NW_020191909v1	NKLS02001825.1	NKLS02001825.1	NW_020191909.1
chrUn_NW_020191910v1	NKLS02001826.1	NKLS02001826.1	NW_020191910.1
chrUn_NW_020191911v1	NKLS02001827.1	NKLS02001827.1	NW_020191911.1
chrUn_NW_020191912v1	NKLS02001828.1	NKLS02001828.1	NW_020191912.1
chrUn_NW_020191913v1	NKLS02001829.1	NKLS02001829.1	NW_020191913.1
chrUn_NW_020191914v1	NKLS02001830.1	NKLS02001830.1	NW_020191914.1
chrUn_NW_020191915v1	NKLS02001831.1	NKLS02001831.1	NW_020191915.1
chrUn_NW_020191916v1	NKLS02001832.1	NKLS02001832.1	NW_020191916.1
chrUn_NW_020191917v1	NKLS02001833.1	NKLS02001833.1	NW_020191917.1
chrUn_NW_020191918v1	NKLS02001834.1	NKLS02001834.1	NW_020191918.1
chrUn_NW_020191919v1	NKLS02001835.1	NKLS02001835.1	NW_020191919.1
chrUn_NW_020191920v1	NKLS02001836.1	NKLS02001836.1	NW_020191920.1
chrUn_NW_020191921v1	NKLS02001837.1	NKLS02001837.1	NW_020191921.1
chrUn_NW_020191922v1	NKLS02001838.1	NKLS02001838.1	NW_020191922.1
chrUn_NW_020191923v1	NKLS02001839.1	NKLS02001839.1	NW_020191923.1
chrUn_NW_020191924v1	NKLS02001840.1	NKLS02001840.1	NW_020191924.1
chrUn_NW_020191925v1	NKLS02001841.1	NKLS02001841.1	NW_020191925.1
chrUn_NW_020191926v1	NKLS02001842.1	NKLS02001842.1	NW_020191926.1
chrUn_NW_020191927v1	NKLS02001843.1	NKLS02001843.1	NW_020191927.1
chrUn_NW_020191928v1	NKLS02001844.1	NKLS02001844.1	NW_020191928.1
chrUn_NW_020191929v1	NKLS02001845.1	NKLS02001845.1	NW_020191929.1
chrUn_NW_020191930v1	NKLS02001846.1	NKLS02001846.1	NW_020191930.1
chrUn_NW_020191931v1	NKLS02001847.1	NKLS02001847.1	NW_020191931.1
chrUn_NW_020191932v1	NKLS02001848.1	NKLS02001848.1	NW_020191932.1
chrUn_NW_020191933v1	NKLS02001849.1	NKLS02001849.1	NW_020191933.1
chrUn_NW_020191934v1	NKLS02001850.1	NKLS02001850.1	NW_020191934.1
chrUn_NW_020191935v1	NKLS02001851.1	NKLS02001851.1	NW_020191935.1
chrUn_NW_020191936v1	NKLS02001852.1	NKLS02001852.1	NW_020191936.1
chrUn_NW_020191937v1	NKLS02001853.1	NKLS02001853.1	NW_020191937.1
chrUn_NW_020191938v1	NKLS02001854.1	NKLS02001854.1	NW_020191938.1
chrUn_NW_020191939v1	NKLS02001855.1	NKLS02001855.1	NW_020191939.1
chrUn_NW_020191940v1	NKLS02001856.1	NKLS02001856.1	NW_020191940.1
chrUn_NW_020191941v1	NKLS02001857.1	NKLS02001857.1	NW_020191941.1
chrUn_NW_020191942v1	NKLS02001858.1	NKLS02001858.1	NW_020191942.1
chrUn_NW_020191943v1	NKLS02001859.1	NKLS02001859.1	NW_020191943.1
chrUn_NW_020191944v1	NKLS02001860.1	NKLS02001860.1	NW_020191944.1
chrUn_NW_020191945v1	NKLS02001861.1	NKLS02001861.1	NW_020191945.1
chrUn_NW_020191946v1	NKLS02001862.1	NKLS02001862.1	NW_020191946.1
chrUn_NW_020191947v1	NKLS02001863.1	NKLS02001863.1	NW_020191947.1
chrUn_NW_020191948v1	NKLS02001864.1	NKLS02001864.1	NW_020191948.1
chrUn_NW_020191949v1	NKLS02001865.1	NKLS02001865.1	NW_020191949.1
chrUn_NW_020191950v1	NKLS02001866.1	NKLS02001866.1	NW_020191950.1
chrUn_NW_020191951v1	NKLS02001867.1	NKLS02001867.1	NW_020191951.1
chrUn_NW_020191952v1	NKLS02001868.1	NKLS02001868.1	NW_020191952.1
chrUn_NW_020191953v1	NKLS02001869.1	NKLS02001869.1	NW_020191953.1
chrUn_NW_020191954v1	NKLS02001870.1	NKLS02001870.1	NW_020191954.1
chrUn_NW_020191955v1	NKLS02001871.1	NKLS02001871.1	NW_020191955.1
chrUn_NW_020191956v1	NKLS02001872.1	NKLS02001872.1	NW_020191956.1
chrUn_NW_020191957v1	NKLS02001873.1	NKLS02001873.1	NW_020191957.1
chrUn_NW_020191958v1	NKLS02001874.1	NKLS02001874.1	NW_020191958.1
chrUn_NW_020191959v1	NKLS02001875.1	NKLS02001875.1	NW_020191959.1
chrUn_NW_020191960v1	NKLS02001876.1	NKLS02001876.1	NW_020191960.1
chrUn_NW_020191961v1	NKLS02001877.1	NKLS02001877.1	NW_020191961.1
chrUn_NW_020191962v1	NKLS02001878.1	NKLS02001878.1	NW_020191962.1
chrUn_NW_020191963v1	NKLS02001879.1	NKLS02001879.1	NW_020191963.1
chrUn_NW_020191964v1	NKLS02001880.1	NKLS02001880.1	NW_020191964.1
chrUn_NW_020191965v1	NKLS02001881.1	NKLS02001881.1	NW_020191965.1
chrUn_NW_020191966v1	NKLS02001882.1	NKLS02001882.1	NW_020191966.1
chrUn_NW_020191967v1	NKLS02001883.1	NKLS02001883.1	NW_020191967.1
chrUn_NW_020191968v1	NKLS02001884.1	NKLS02001884.1	NW_020191968.1
chrUn_NW_020191969v1	NKLS02001885.1	NKLS02001885.1	NW_020191969.1
chrUn_NW_020191970v1	NKLS02001886.1	NKLS02001886.1	NW_020191970.1
chrUn_NW_020191971v1	NKLS02001887.1	NKLS02001887.1	NW_020191971.1
chrUn_NW_020191972v1	NKLS02001888.1	NKLS02001888.1	NW_020191972.1
chrUn_NW_020191973v1	NKLS02001889.1	NKLS02001889.1	NW_020191973.1
chrUn_NW_020191974v1	NKLS02001890.1	NKLS02001890.1	NW_020191974.1
chrUn_NW_020191975v1	NKLS02001891.1	NKLS02001891.1	NW_020191975.1
chrUn_NW_020191976v1	NKLS02001892.1	NKLS02001892.1	NW_020191976.1
chrUn_NW_020191977v1	NKLS02001893.1	NKLS02001893.1	NW_020191977.1
chrUn_NW_020191978v1	NKLS02001894.1	NKLS02001894.1	NW_020191978.1
chrUn_NW_020191979v1	NKLS02001895.1	NKLS02001895.1	NW_020191979.1
chrUn_NW_020191980v1	NKLS02001896.1	NKLS02001896.1	NW_020191980.1
chrUn_NW_020191981v1	NKLS02001897.1	NKLS02001897.1	NW_020191981.1
chrUn_NW_020191982v1	NKLS02001898.1	NKLS02001898.1	NW_020191982.1
chrUn_NW_020191983v1	NKLS02001899.1	NKLS02001899.1	NW_020191983.1
chrUn_NW_020191984v1	NKLS02001900.1	NKLS02001900.1	NW_020191984.1
chrUn_NW_020191985v1	NKLS02001901.1	NKLS02001901.1	NW_020191985.1
chrUn_NW_020191986v1	NKLS02001902.1	NKLS02001902.1	NW_020191986.1
chrUn_NW_020191987v1	NKLS02001903.1	NKLS02001903.1	NW_020191987.1
chrUn_NW_020191988v1	NKLS02001904.1	NKLS02001904.1	NW_020191988.1
chrUn_NW_020191989v1	NKLS02001905.1	NKLS02001905.1	NW_020191989.1
chrUn_NW_020191990v1	NKLS02001906.1	NKLS02001906.1	NW_020191990.1
chrUn_NW_020191991v1	NKLS02001907.1	NKLS02001907.1	NW_020191991.1
chrUn_NW_020191992v1	NKLS02001908.1	NKLS02001908.1	NW_020191992.1
chrUn_NW_020191993v1	NKLS02001909.1	NKLS02001909.1	NW_020191993.1
chrUn_NW_020191994v1	NKLS02001910.1	NKLS02001910.1	NW_020191994.1
chrUn_NW_020191995v1	NKLS02001911.1	NKLS02001911.1	NW_020191995.1
chrUn_NW_020191996v1	NKLS02001912.1	NKLS02001912.1	NW_020191996.1
chrUn_NW_020191997v1	NKLS02001913.1	NKLS02001913.1	NW_020191997.1
chrUn_NW_020191998v1	NKLS02001914.1	NKLS02001914.1	NW_020191998.1
chrUn_NW_020191999v1	NKLS02001915.1	NKLS02001915.1	NW_020191999.1
chrUn_NW_020192000v1	NKLS02001916.1	NKLS02001916.1	NW_020192000.1
chrUn_NW_020192001v1	NKLS02001917.1	NKLS02001917.1	NW_020192001.1
chrUn_NW_020192002v1	NKLS02001918.1	NKLS02001918.1	NW_020192002.1
chrUn_NW_020192003v1	NKLS02001919.1	NKLS02001919.1	NW_020192003.1
chrUn_NW_020192004v1	NKLS02001920.1	NKLS02001920.1	NW_020192004.1
chrUn_NW_020192005v1	NKLS02001921.1	NKLS02001921.1	NW_020192005.1
chrUn_NW_020192006v1	NKLS02001922.1	NKLS02001922.1	NW_020192006.1
chrUn_NW_020192007v1	NKLS02001923.1	NKLS02001923.1	NW_020192007.1
chrUn_NW_020192008v1	NKLS02001924.1	NKLS02001924.1	NW_020192008.1
chrUn_NW_020192009v1	NKLS02001925.1	NKLS02001925.1	NW_020192009.1
chrUn_NW_020192010v1	NKLS02001926.1	NKLS02001926.1	NW_020192010.1
chrUn_NW_020192011v1	NKLS02001927.1	NKLS02001927.1	NW_020192011.1
chrUn_NW_020192012v1	NKLS02001928.1	NKLS02001928.1	NW_020192012.1
chrUn_NW_020192013v1	NKLS02001929.1	NKLS02001929.1	NW_020192013.1
chrUn_NW_020192014v1	NKLS02001930.1	NKLS02001930.1	NW_020192014.1
chrUn_NW_020192015v1	NKLS02001931.1	NKLS02001931.1	NW_020192015.1
chrUn_NW_020192016v1	NKLS02001932.1	NKLS02001932.1	NW_020192016.1
chrUn_NW_020192017v1	NKLS02001933.1	NKLS02001933.1	NW_020192017.1
chrUn_NW_020192018v1	NKLS02001934.1	NKLS02001934.1	NW_020192018.1
chrUn_NW_020192019v1	NKLS02001935.1	NKLS02001935.1	NW_020192019.1
chrUn_NW_020192020v1	NKLS02001936.1	NKLS02001936.1	NW_020192020.1
chrUn_NW_020192021v1	NKLS02001937.1	NKLS02001937.1	NW_020192021.1
chrUn_NW_020192022v1	NKLS02001938.1	NKLS02001938.1	NW_020192022.1
chrUn_NW_020192023v1	NKLS02001939.1	NKLS02001939.1	NW_020192023.1
chrUn_NW_020192024v1	NKLS02001940.1	NKLS02001940.1	NW_020192024.1
chrUn_NW_020192025v1	NKLS02001941.1	NKLS02001941.1	NW_020192025.1
chrUn_NW_020192026v1	NKLS02001942.1	NKLS02001942.1	NW_020192026.1
chrUn_NW_020192027v1	NKLS02001943.1	NKLS02001943.1	NW_020192027.1
chrUn_NW_020192028v1	NKLS02001944.1	NKLS02001944.1	NW_020192028.1
chrUn_NW_020192029v1	NKLS02001945.1	NKLS02001945.1	NW_020192029.1
chrUn_NW_020192030v1	NKLS02001946.1	NKLS02001946.1	NW_020192030.1
chrUn_NW_020192031v1	NKLS02001947.1	NKLS02001947.1	NW_020192031.1
chrUn_NW_020192032v1	NKLS02001948.1	NKLS02001948.1	NW_020192032.1
chrUn_NW_020192033v1	NKLS02001949.1	NKLS02001949.1	NW_020192033.1
chrUn_NW_020192034v1	NKLS02001950.1	NKLS02001950.1	NW_020192034.1
chrUn_NW_020192035v1	NKLS02001951.1	NKLS02001951.1	NW_020192035.1
chrUn_NW_020192036v1	NKLS02001952.1	NKLS02001952.1	NW_020192036.1
chrUn_NW_020192037v1	NKLS02001953.1	NKLS02001953.1	NW_020192037.1
chrUn_NW_020192038v1	NKLS02001954.1	NKLS02001954.1	NW_020192038.1
chrUn_NW_020192039v1	NKLS02001955.1	NKLS02001955.1	NW_020192039.1
chrUn_NW_020192040v1	NKLS02001956.1	NKLS02001956.1	NW_020192040.1
chrUn_NW_020192041v1	NKLS02001957.1	NKLS02001957.1	NW_020192041.1
chrUn_NW_020192042v1	NKLS02001958.1	NKLS02001958.1	NW_020192042.1
chrUn_NW_020192043v1	NKLS02001959.1	NKLS02001959.1	NW_020192043.1
